"version","action","token","parentid","comment","signature","publickey","commentid","receipt","timestamp","totalvotes","resultvotes","censored","vote","comment.uid","username"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"05ca9a674e5c7d996a862cba9131c6630e36f9431cb0036d3570f4a27564817f44bccc582f21ee33d44b89f2f847914760f9aeffb8343a4d9b413435ec866400","d18e6dc2871b96d4e0966f3a5d95acc3c1024b7557b15d24597080e4daa68a66","1","1cb47976836dd78004dc9e5d60ad2f4767cf849ca531701260145fdb25ec58e01902c677df8facae1ec2274d54a9983245e71e0e649248fcf31bccf40024e10a",1560621866,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/1","degeri"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"a9432170b4775d46b6e243a4768c0b4f0e70edb73334bc4e3df880252e102ffd2ac0b0541bb7d53adea0c8b3e6328654f69692b4df689f356005dc6e52503f0b","6c427a208b08f305c0d2d7deab033063e38ce39366fa236ed73f9459ede69238","1","071ba8029bcb1eaa0f339789e4c022bc92fc052b15431c7336f43b33be07affe782f055934e4280be41a53e0dd4229f2655e704b295d42cf570875abf10a410e",1560795404,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/1","fort3hlulz"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"694689ae79063a38717d00b368d939e22eb469155dd53207213f6e596e8cbdef4302fe60c89da605c00b09735b704c8619fc74a0c9f62d63e462739c8506560a","d18e6dc2871b96d4e0966f3a5d95acc3c1024b7557b15d24597080e4daa68a66","2","6d5c6a1dd472d0e65385ca9a9c6cf9d3af6f01ee0572b900b7bc8be525b2255be07f4fd1013b40a77fbb36a9ed9a63b62484a19bf4838c7580d25cf693a0f90e",1560839965,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/2","degeri"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"2b5b805b2898b088373c1e8799a380ca1e55f5367efd70326a4c8e9b3b493cb66cf0c835f975749e49ca156a1a01fc67fe4a85ddc278dc05d4a457007b5c8603","3ee82bd57234f7d2511af118c31fea6cf6abc5da87f816a48dec729d80a1afb0","1","4d43f6f99b6797d6c534fb2df136e88e4f7159136fc52cf33d193c459f807410312fb5dc2aaaae32d571dbfdde1468bf6a375799ccbaa2a3209d427269bfdb06",1560873168,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/1","michae2xl"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"d8ba5864a8c6578d11908a794d3fecf61e55327221aa3699d282819b86fb0eeb05ec081e1e1172a01045b6c31c6fa3432340582ac62e163e2ef26409ac028204","3ee82bd57234f7d2511af118c31fea6cf6abc5da87f816a48dec729d80a1afb0","2","2720d049a231228a60d67d02338d3f0a8908e077c6d762c4acbbe4e5de3eea47424509328cf2ea88973b8ae2d283f4c0f1eb862e37040972adcae8d9a88d020d",1560873169,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/2","michae2xl"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"5ad040853141bcb9e1bfc6ebc596ecd7c7f967d480fa8e74218510d6ed8ec453647637fbb609abf52db82d4c9556a6eaaf1cd9b955f966fb20a25860893db109","758a6c7efbcc7b1d9f21849e6067d93332c5a4afac7891edc9d93e628d9862f8","1","03d0dab1708bd1806dadbf8305479cde4a8dd7add2dcb38bfa5f65e195833a67e846e76b06f2f5ca5ef61c86cda25fd1fae95bb2fbcabc9b59e59af4f20c9a0f",1560879202,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/1","lukebp"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"451c17db73f87b2a694080a687f43530429aa6c89c04567fe4d44b7db42b96d53e9e461e8041f323278fc308d664eadd77f1de29961765ecfa8849668bbf3504","758a6c7efbcc7b1d9f21849e6067d93332c5a4afac7891edc9d93e628d9862f8","3","70748fe957c7dc38a449789c77226cf2d9c2c26652ede30feec3cc3629b68d8487dfcefe3869998844748b604a49e65a4b77330cc63e8b55ca05e9e378e6a304",1560879203,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/3","lukebp"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"70f8f6113d451a5e0e051f7c12982c1e0b372801a0bde7f41ee8028ecc9ab569c1eba80cbb58e39fc8d9b043dd278311279c17d7828a22a6442ff75e49232c04","1f7ce5046ed6e3de08601af20c3e9ad02fe5be81cd0d6f186995ad13d3de0a73","1","6e3e71c8bd621aa044bb1e58dbaffae220e933f2d79975bb6c72913a4af72da51afe844f724a431aea6ea804262fa21c7ae54b50bf27de20c988376e2c270304",1561012071,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/1","s_ben"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"6214d275aaa7f84f82a95ddf6d310968ea82eb5ca6375f7ca5fe22323014f8b31827b56104ccea1ee0027e96638340cc8af52a63a83dc84fb7042e2226b9eb0f","1f7ce5046ed6e3de08601af20c3e9ad02fe5be81cd0d6f186995ad13d3de0a73","2","63302b1d0e172ca079fd83575aecb6d5f62d9f15bf079c71d58d5e08a362989e1b971ff58710a2d0cd4ed318257a36448605eee7a1ae9b46702f4c58d6c02c0a",1561012073,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/2","s_ben"
"1","addlike","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70",NA,NA,"afe86d15ad1b9d3c891d13369f43c8bfe38d2e84f86222fdf88c1bea279f36e7e6fa234a2e8a17aa9cec21bd91eb10a59cd3aae565df2952a5318eb376960b06","1f7ce5046ed6e3de08601af20c3e9ad02fe5be81cd0d6f186995ad13d3de0a73","3","09a5fd3a944b3510ba53bc5c60d1c0e364b7b6694a150bd98d64a063aadf2a3906516099ec0186682106a37eabc6a1015961a390221a520acdde7d497333040a",1561012091,NA,NA,NA,"1","073694ed82d34b2bfff51e35220e8052ad4060899b23bc25791a9383375cae70/comments/3","s_ben"
